2.8,128,256,15.2,61946302464,6.2,13.175675675675674,86.82432432432432,5.512649800266312,94.48735019973368,3.363671875
2.3,128,256,15.2,69930594304,7.0,0.0,100.0,0.0,100.0,3.4359375
2.8,128,256,15.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,15.2,64399122432,6.5,0.0,100.0,0.0,100.0,2.79453125
55.0,128,256,15.2,70326063104,7.0,8.074534161490684,91.92546583850931,3.6006261958601495,96.39937380413986,2.7660156249999996
24.4,128,256,15.2,64205279232,6.4,0.0,100.0,0.0,100.0,3.25
3.3,128,256,15.2,67767488512,6.8,0.0,100.0,0.0,100.0,22.765624999999982
13.7,128,256,15.2,65857835008,6.6,0.0,100.0,0.0,100.0,2.78203125
2.3,128,256,15.2,64041934848,6.4,15.145631067961165,84.85436893203884,6.809210526315789,93.1907894736842,2.294921875
12.3,128,256,15.2,70464602112,7.0,0.0,100.0,0.0,100.0,2.9664062499999995
4.0,128,256,15.2,66948243456,6.7,0.0,100.0,0.0,100.0,3.3613281249999996
2.6,128,256,15.2,68445122560,6.8,0.0,100.0,0.0,100.0,25.463281250000012
20.8,128,256,15.2,66686103552,6.7,12.0,88.0,4.914529914529915,95.08547008547008,15.469140624999996
3.0,128,256,15.2,65389928448,6.5,0.0,100.0,0.0,100.0,3.223046875
19.7,128,256,15.2,71548510208,7.1,0.0,100.0,0.0,100.0,2.448046875
3.4,128,256,15.2,68248997888,6.8,0.0,100.0,0.0,100.0,3.2093750000000005
3.6,128,256,15.2,70129242112,7.0,13.087248322147651,86.91275167785236,6.013945380592679,93.98605461940733,19.35078125
20.7,128,256,15.2,69631938560,6.9,0.0,100.0,0.0,100.0,12.991796874999993
2.8,128,256,15.2,70702010368,7.0,0.0,100.0,0.0,100.0,5.381640625
5.4,128,256,15.2,69018222592,6.9,0.0,100.0,0.0,100.0,2.909375
3.4,128,256,15.2,69097250816,6.9,0.0,100.0,0.0,100.0,2.474609375
2.5,128,256,15.2,67221020672,6.7,8.919382504288166,91.08061749571183,15.101553166069296,84.8984468339307,4.535937499999998
22.4,128,256,15.2,66798030848,6.7,0.0,100.0,0.0,100.0,3.50859375
3.4,128,256,15.2,67027066880,6.7,0.0,100.0,0.0,100.0,2.59375
2.6,128,256,15.2,68972122112,6.9,0.0,100.0,0.0,100.0,2.5828124999999984
2.9,128,256,15.2,69349711872,6.9,0.0,100.0,0.0,100.0,2.573046875
3.0,128,256,15.2,68324896768,6.8,0.0,100.0,0.0,100.0,7.831250000000014
14.9,128,256,15.2,67931475968,6.8,0.0,100.0,0.0,100.0,3.0484375
2.9,128,256,15.2,69249220608,6.9,0.0,100.0,0.0,100.0,2.8812499999999996
2.5,128,256,15.2,71349059584,7.1,0.0,100.0,0.0,100.0,3.715625
2.4,128,256,15.2,72109965312,7.2,0.0,100.0,0.0,100.0,3.5121093749999996
3.5,128,256,15.2,67592052736,6.8,0.0,100.0,0.0,100.0,2.4734374999999997
15.7,128,256,15.2,66678849536,6.7,5.022537025112685,94.97746297488732,1.4580545185602594,98.54194548143974,3.4749999999999996
