3.2,128,256,15.2,67999428608,6.8,0.0,100.0,0.0,100.0,3.5906249999999993
2.8,128,256,15.2,70788792320,7.0,0.0,100.0,0.0,100.0,2.16015625
2.5,128,256,15.2,69394472960,6.9,0.0,100.0,0.0,100.0,2.7863281250000003
2.2,128,256,15.2,67998875648,6.8,12.682926829268293,87.3170731707317,5.061124694376528,94.93887530562347,2.890625
5.3,128,256,15.2,66701697024,6.7,0.0,100.0,0.0,100.0,6.175390625000002
7.8,128,256,15.2,68156915712,6.8,0.0,100.0,0.0,100.0,3.042578125
3.3,128,256,15.2,70883422208,7.1,4.171122994652406,95.8288770053476,0.45030346537884225,99.54969653462116,2.9640625
3.1,128,256,15.2,68159713280,6.8,0.0,100.0,0.0,100.0,2.84375
2.6,128,256,15.2,67530563584,6.7,0.0,100.0,0.0,100.0,2.4316406249999996
2.2,128,256,15.2,66983624704,6.7,0.0,100.0,0.0,100.0,5.520312500000001
2.2,128,256,15.2,66545020928,6.7,12.264150943396226,87.73584905660378,4.676909173068234,95.32309082693176,3.914453124999999
3.1,128,256,15.2,69386190848,6.9,0.0,100.0,0.0,100.0,4.960156250000001
1.6,128,256,15.2,67181633536,6.7,0.0,100.0,0.0,100.0,1.4339843749999999
2.8,128,256,15.2,67315879936,6.7,0.0,100.0,0.0,100.0,3.865625000000001
0.8,128,256,15.2,68212813824,6.8,11.337209302325581,88.66279069767442,5.089746742070322,94.91025325792968,1.474609375
1.1,128,256,15.2,69361491968,6.9,0.0,100.0,0.0,100.0,1.4769531249999999
2.5,128,256,15.2,68994670592,6.9,0.0,100.0,0.0,100.0,4.074999999999999
1.2,128,256,15.2,63183245312,6.3,0.0,100.0,0.0,100.0,0.923828125
2.0,128,256,15.2,61254225920,6.2,9.14419695193435,90.85580304806565,3.6271245838444015,96.37287541615561,0.68515625
2.6,128,256,15.2,61097709568,6.1,0.0,100.0,0.0,100.0,0.507421875
1.1,128,256,15.2,55430578176,5.6,0.0,100.0,0.0,100.0,1.3250000000000002
1.9,128,256,15.2,50293374976,5.1,0.0,100.0,0.0,100.0,0.7593750000000001
1.8,128,256,15.2,50415521792,5.2,0.0,100.0,0.0,100.0,2.7097656250000006
0.4,128,256,15.2,45358964736,4.7,0.0,100.0,0.0,100.0,0.62578125
0.9,128,256,15.2,45384654848,4.7,0.0,100.0,0.0,100.0,0.25429687500000003
0.8,128,256,15.2,45346623488,4.7,0.0,100.0,0.0,100.0,2.4984374999999996
0.4,128,256,15.2,45350895616,4.7,0.0,100.0,0.0,100.0,0.76953125
0.8,128,256,15.2,45296496640,4.7,0.0,100.0,0.0,100.0,2.108984375
0.7,128,256,15.2,45564162048,4.7,0.0,100.0,0.0,100.0,2.67109375
0.9,128,256,15.2,45705658368,4.7,3.732057416267943,96.26794258373207,1.8196202531645569,98.18037974683544,1.08125
1.5,128,256,15.2,45973442560,4.7,0.0,100.0,0.0,100.0,1.8804687499999995
1.8,128,256,15.2,46226219008,4.8,0.0,100.0,0.0,100.0,2.9714843749999997
2.4,128,256,15.2,46353289216,4.8,0.0,100.0,0.0,100.0,1.8578124999999999
1.3,128,256,15.2,47432814592,4.9,53.55964167845356,46.44035832154644,42.25843598422724,57.74156401577276,1.49453125
1.0,128,256,15.2,47693053952,4.9,0.0,100.0,0.0,100.0,6.17695312499999
0.9,128,256,15.2,45275279360,4.7,0.0,100.0,0.0,100.0,2.16171875
1.7,128,256,15.2,45250752512,4.7,3.2842105263157895,96.71578947368421,0.2803738317757009,99.7196261682243,0.6390625000000001
0.9,128,256,15.2,45315997696,4.7,0.0,100.0,0.0,100.0,1.1347656249999998
2.3,128,256,15.2,45342552064,4.7,0.0,100.0,0.0,100.0,0.634765625
1.1,128,256,15.2,45325955072,4.7,0.0,100.0,0.0,100.0,2.6839843749999996
1.2,128,256,15.2,45613084672,4.7,0.0,100.0,0.0,100.0,3.82109375
2.3,128,256,15.2,45708300288,4.7,0.0,100.0,0.0,100.0,5.472265624999998
4.5,128,256,15.2,46096019456,4.8,0.0,100.0,0.0,100.0,0.8816406250000001
0.6,128,256,15.2,46346977280,4.8,0.0,100.0,0.0,100.0,0.807421875
1.1,128,256,15.2,47330930688,4.9,1.7804154302670623,98.21958456973294,0.019662152920257147,99.98033784707975,1.7472656249999998
2.1,128,256,15.2,47317749760,4.9,0.0,100.0,0.0,100.0,1.912890625
0.8,128,256,15.2,47898824704,4.9,0.0,100.0,0.0,100.0,1.38046875
1.9,128,256,15.2,47756079104,4.9,0.0,100.0,0.0,100.0,1.88203125
2.4,128,256,15.2,47803641856,4.9,0.0,100.0,0.0,100.0,4.337890625
0.7,128,256,15.2,45307674624,4.7,0.0,100.0,0.0,100.0,1.083984375
0.7,128,256,15.2,45626384384,4.7,0.0,100.0,0.0,100.0,0.880078125
1.1,128,256,15.2,45282873344,4.7,0.0,100.0,0.0,100.0,1.2433593749999998
0.6,128,256,15.2,45321502720,4.7,3.8141809290953543,96.18581907090464,0.2933756625754698,99.70662433742453,1.3773437499999999
1.5,128,256,15.2,45262843904,4.7,0.0,100.0,0.0,100.0,1.1703125
3.0,128,256,15.2,45309116416,4.7,0.0,100.0,0.0,100.0,1.326171875
0.9,128,256,15.2,45377867776,4.7,0.0,100.0,0.0,100.0,0.93984375
1.3,128,256,15.2,45358538752,4.7,18.055555555555554,81.94444444444444,9.078947368421053,90.92105263157895,1.0515625
3.2,128,256,15.2,45361676288,4.7,0.0,100.0,0.0,100.0,1.08125
0.5,128,256,15.2,45532225536,4.7,0.0,100.0,0.0,100.0,1.0734375
1.3,128,256,15.2,45679439872,4.7,0.0,100.0,0.0,100.0,1.0015625
3.6,128,256,15.2,46143975424,4.8,11.370262390670554,88.62973760932945,1.8753397354593224,98.12466026454068,0.791015625
1.2,128,256,15.2,46372495360,4.8,0.0,100.0,0.0,100.0,0.5910156249999999
38.2,128,256,15.2,47445286912,4.9,0.0,100.0,0.0,100.0,2.028515625
3.2,128,256,15.2,47442231296,4.9,51.35623869801085,48.64376130198915,39.35523707386825,60.64476292613175,1.4367187499999998
1.5,128,256,15.2,47829061632,4.9,11.370262390670554,88.62973760932945,5.031599416626155,94.96840058337385,0.8859375
0.6,128,256,15.2,45323542528,4.7,0.0,100.0,0.0,100.0,0.6546875000000001
4.2,128,256,15.2,45574619136,4.7,0.0,100.0,0.0,100.0,1.35703125
0.8,128,256,15.2,45248061440,4.7,0.0,100.0,0.0,100.0,0.8054687500000001
0.5,128,256,15.2,45301907456,4.7,13.684210526315791,86.31578947368422,6.24057883629786,93.75942116370214,0.4578125
3.7,128,256,15.2,45344497664,4.7,0.0,100.0,0.0,100.0,2.4246093750000006
1.1,128,256,15.2,45569486848,4.7,0.0,100.0,0.0,100.0,0.87734375
0.3,128,256,15.2,45517950976,4.7,0.0,100.0,0.0,100.0,1.124609375
3.1,128,256,15.2,45929299968,4.7,0.0,100.0,0.0,100.0,1.09375
0.4,128,256,15.2,46237622272,4.8,0.0,100.0,0.0,100.0,0.494140625
1.6,128,256,15.2,46338924544,4.8,0.0,100.0,0.0,100.0,1.4234375000000001
1.4,128,256,15.2,47273988096,4.9,0.0,100.0,0.0,100.0,0.517578125
1.1,128,256,15.2,47761858560,4.9,0.0,100.0,0.0,100.0,1.905078125
0.8,128,256,15.2,47714373632,4.9,0.0,100.0,0.0,100.0,1.24140625
1.1,128,256,15.2,48170708992,5.0,0.0,100.0,0.0,100.0,1.1273437499999999
1.2,128,256,15.2,45302784000,4.7,13.928571428571429,86.07142857142858,6.111603188662533,93.88839681133747,1.1765624999999997
0.6,128,256,15.2,45256056832,4.7,0.0,100.0,0.0,100.0,1.4585937500000001
0.7,128,256,15.2,45229522944,4.7,0.0,100.0,0.0,100.0,0.566796875
0.9,128,256,15.2,45254930432,4.7,0.0,100.0,0.0,100.0,0.65234375
1.3,128,256,15.2,45142401024,4.7,11.624441132637854,88.37555886736214,4.149959903769046,95.85004009623096,0.80703125
0.9,128,256,15.2,45186043904,4.7,0.0,100.0,0.0,100.0,0.62109375
1.2,128,256,15.2,45170024448,4.7,0.0,100.0,0.0,100.0,0.571875
1.3,128,256,15.2,45141516288,4.7,0.0,100.0,0.0,100.0,1.4347656249999998
0.6,128,256,15.2,45139218432,4.7,11.981566820276496,88.0184331797235,4.397705544933078,95.60229445506691,0.6507812500000001
0.7,128,256,15.2,45166346240,4.7,0.0,100.0,0.0,100.0,0.56328125
0.8,128,256,15.2,45185556480,4.7,0.0,100.0,0.0,100.0,1.065625
0.6,128,256,15.2,45171335168,4.7,0.0,100.0,0.0,100.0,2.017578125
0.7,128,256,15.2,45171286016,4.7,13.379073756432247,86.62092624356775,5.740432612312811,94.2595673876872,0.6058593750000001
1.0,128,256,15.2,45154713600,4.7,0.0,100.0,0.0,100.0,3.5019531249999996
0.3,128,256,15.2,45138984960,4.7,46.884028064382996,53.115971935617004,6.025864943000593,93.97413505699942,0.5078125
1.8,128,256,15.2,45151100928,4.7,0.0,100.0,0.0,100.0,1.4261718749999999
1.9,128,256,15.2,45155184640,4.7,0.0,100.0,0.0,100.0,1.346875
1.7,128,256,15.2,45163417600,4.7,0.0,100.0,0.0,100.0,2.603515625
0.8,128,256,15.2,45109219328,4.7,0.0,100.0,0.0,100.0,1.3171874999999993
0.4,128,256,15.2,45138931712,4.7,0.0,100.0,0.0,100.0,1.8140624999999997
1.4,128,256,15.2,45172035584,4.7,10.583446404341927,89.41655359565807,3.7815126050420167,96.21848739495799,0.5453125
0.5,128,256,15.2,45121282048,4.7,0.0,100.0,0.0,100.0,1.092578125
1.5,128,256,15.2,45154287616,4.7,0.0,100.0,0.0,100.0,1.49765625
1.1,128,256,15.2,45154250752,4.7,0.0,100.0,0.0,100.0,1.803515625
1.3,128,256,15.2,45172187136,4.7,11.800302571860817,88.19969742813917,4.802784222737818,95.19721577726217,0.915234375
1.0,128,256,15.2,45138599936,4.7,0.0,100.0,0.0,100.0,2.294140625
0.7,128,256,15.2,45085138944,4.7,0.0,100.0,0.0,100.0,0.957421875
1.8,128,256,15.2,45147336704,4.7,0.0,100.0,0.0,100.0,0.690234375
1.7,128,256,15.2,45139218432,4.7,7.854984894259818,92.14501510574019,2.3743977976600137,97.62560220233999,0.900390625
0.9,128,256,15.2,45077258240,4.7,0.0,100.0,0.0,100.0,0.8890625000000001
1.7,128,256,15.2,45158445056,4.7,0.0,100.0,0.0,100.0,1.112890625
1.3,128,256,15.2,45105143808,4.7,0.0,100.0,0.0,100.0,2.108203125
1.4,128,256,15.2,45251235840,4.7,2.8260869565217392,97.17391304347827,0.13246474006194486,99.86753525993805,1.6085937500000003
1.0,128,256,15.2,45318766592,4.7,0.0,100.0,0.0,100.0,1.2957031249999997
1.4,128,256,15.2,45292163072,4.7,0.0,100.0,0.0,100.0,1.051171875
0.6,128,256,15.2,45298429952,4.7,0.0,100.0,0.0,100.0,0.6875
1.3,128,256,15.2,45367726080,4.7,14.471243042671613,85.52875695732838,6.268927922471229,93.73107207752876,0.708984375
1.0,128,256,15.2,45366317056,4.7,0.0,100.0,0.0,100.0,1.483984375
1.8,128,256,15.2,45358735360,4.7,0.0,100.0,0.0,100.0,1.2402343750000002
1.2,128,256,15.2,45560594432,4.7,0.0,100.0,0.0,100.0,1.3976562499999998
4.1,128,256,15.2,46010806272,4.8,0.0,100.0,0.0,100.0,1.2664062500000002
5.3,128,256,15.2,46291251200,4.8,0.0,100.0,0.0,100.0,1.6789062500000003
2.8,128,256,15.2,46361710592,4.8,0.0,100.0,0.0,100.0,1.3957031249999998
2.3,128,256,15.2,47497953280,4.9,9.885931558935361,90.11406844106465,4.718486437200821,95.28151356279918,1.9624999999999997
1.4,128,256,15.2,47445012480,4.9,52.71461716937355,47.285382830626446,41.64230941164334,58.35769058835666,1.64296875
1.9,128,256,15.2,48158081024,5.0,0.0,100.0,0.0,100.0,1.60703125
1.6,128,256,15.2,45478879232,4.7,0.0,100.0,0.0,100.0,1.6171875
1.3,128,256,15.2,45341618176,4.7,0.22931059826547112,99.77068940173453,0.05206407654173804,99.94793592345826,1.4453124999999998
5.1,128,256,15.2,45503705088,4.7,0.0,100.0,0.0,100.0,0.89453125
1.5,128,256,15.2,45346234368,4.7,0.0,100.0,0.0,100.0,1.849609375
1.3,128,256,15.2,45286252544,4.7,0.0,100.0,0.0,100.0,1.18515625
1.4,128,256,15.2,45638021120,4.7,11.818181818181818,88.18181818181819,4.766290582546627,95.23370941745337,1.7382812499999996
1.2,128,256,15.2,46319321088,4.8,0.0,100.0,0.0,100.0,1.566796875
