timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:28.591, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8729 MiB, 2290 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:28.816, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:28.817, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:29.040, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:29.042, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8381 MiB, 2638 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:29.239, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:29.242, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:29.469, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:29.470, GeForce RTX 2080 Ti, P2, 39, 17 %, 3 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:29.675, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:29.676, GeForce RTX 2080 Ti, P2, 39, 17 %, 3 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:29.886, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:29.888, GeForce RTX 2080 Ti, P2, 39, 17 %, 3 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:30.122, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:30.123, GeForce RTX 2080 Ti, P2, 39, 17 %, 3 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:30.352, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:30.353, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:30.578, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:30.579, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:30.907, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:30.908, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:31.140, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:31.142, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:31.489, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:31.490, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:31.724, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:31.725, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:31.947, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:31.949, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:32.178, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:32.179, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:32.401, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:32.402, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:32.640, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:32.641, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:32.874, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:32.875, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:33.147, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:33.148, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:33.363, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:33.364, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:33.593, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:33.594, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:33.813, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:33.814, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:34.031, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:34.032, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:34.246, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:34.248, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:34.480, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:34.481, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:34.785, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:34.786, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:35.003, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:35.004, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:35.290, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:35.292, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:35.514, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:35.515, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:35.725, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:35.726, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:35.924, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:35.925, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:36.163, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:36.164, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:36.402, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:36.403, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:36.620, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:36.621, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:36.905, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:36.906, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:37.186, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:37.188, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:37.418, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:37.420, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:37.641, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:37.642, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:37.882, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:37.883, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:38.089, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:38.091, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:38.316, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:38.317, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:38.560, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:38.561, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:38.772, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:38.773, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:39.001, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:39.003, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:39.252, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:39.253, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:39.485, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:39.486, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:39.724, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:39.725, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:39.971, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:39.973, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:40.197, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:40.198, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:40.416, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:40.418, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:40.645, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:40.646, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:40.907, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:40.909, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:41.154, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:41.156, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:41.400, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:41.401, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:41.628, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:41.629, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:41.863, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:41.864, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:42.091, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:42.093, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:42.319, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:42.320, GeForce RTX 2080 Ti, P2, 39, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:42.538, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:42.539, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:42.747, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:42.748, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:42.982, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:42.983, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:43.233, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:43.234, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:43.451, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:43.452, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:43.812, GeForce RTX 2080 Ti, P2, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:43.814, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:44.053, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:44.054, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:44.284, GeForce RTX 2080 Ti, P8, 41, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:44.285, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:05:44.527, GeForce RTX 2080 Ti, P8, 41, 0 %, 0 %, 11016 MiB, 8390 MiB, 2626 MiB
2023/12/10 20:05:44.528, GeForce RTX 2080 Ti, P2, 40, 0 %, 0 %, 11019 MiB, 8379 MiB, 2640 MiB
