timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:44.723, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:44.724, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8493 MiB, 2526 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:44.943, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:44.943, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:45.158, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:45.159, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:45.362, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:45.363, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:45.569, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:45.570, GeForce RTX 2080 Ti, P2, 58, 18 %, 4 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:45.805, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:45.806, GeForce RTX 2080 Ti, P2, 58, 18 %, 4 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:46.043, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:46.044, GeForce RTX 2080 Ti, P2, 58, 18 %, 4 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:46.245, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8368 MiB, 2648 MiB
2023/12/10 21:27:46.246, GeForce RTX 2080 Ti, P2, 58, 18 %, 4 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:46.453, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 9184 MiB, 1832 MiB
2023/12/10 21:27:46.454, GeForce RTX 2080 Ti, P2, 58, 18 %, 4 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:46.657, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8392 MiB, 2624 MiB
2023/12/10 21:27:46.659, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:46.872, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:46.875, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:47.104, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:47.105, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:47.302, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:47.303, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:47.540, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:47.541, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:47.750, GeForce RTX 2080 Ti, P2, 58, 6 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:47.751, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:47.976, GeForce RTX 2080 Ti, P2, 58, 6 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:47.977, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:48.196, GeForce RTX 2080 Ti, P2, 58, 6 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:48.197, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 9309 MiB, 1710 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:48.421, GeForce RTX 2080 Ti, P2, 58, 6 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:48.422, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:48.634, GeForce RTX 2080 Ti, P2, 58, 6 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:48.635, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:48.828, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:48.830, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:49.045, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:49.046, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:49.264, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:49.266, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:49.499, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:49.501, GeForce RTX 2080 Ti, P2, 58, 11 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:49.725, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:49.726, GeForce RTX 2080 Ti, P2, 58, 7 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:49.932, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8430 MiB, 2586 MiB
2023/12/10 21:27:49.934, GeForce RTX 2080 Ti, P2, 58, 7 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:50.149, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8394 MiB, 2622 MiB
2023/12/10 21:27:50.150, GeForce RTX 2080 Ti, P2, 58, 7 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:50.364, GeForce RTX 2080 Ti, P2, 59, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:50.365, GeForce RTX 2080 Ti, P2, 58, 7 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:50.582, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:50.583, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:50.861, GeForce RTX 2080 Ti, P2, 58, 15 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:50.862, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:51.055, GeForce RTX 2080 Ti, P2, 58, 15 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:51.056, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:51.277, GeForce RTX 2080 Ti, P2, 58, 15 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:51.278, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:51.518, GeForce RTX 2080 Ti, P2, 58, 15 %, 2 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:51.519, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:51.716, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:51.717, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8669 MiB, 2350 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:51.923, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:51.924, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:52.123, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:52.124, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:52.344, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:52.345, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:52.544, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:52.545, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:52.800, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:52.801, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:53.011, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:53.012, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:53.240, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:53.241, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:53.463, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:53.464, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:53.679, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 9246 MiB, 1770 MiB
2023/12/10 21:27:53.681, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:53.894, GeForce RTX 2080 Ti, P2, 58, 5 %, 0 %, 11016 MiB, 8394 MiB, 2622 MiB
2023/12/10 21:27:53.895, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:54.100, GeForce RTX 2080 Ti, P2, 58, 5 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:54.101, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:54.665, GeForce RTX 2080 Ti, P2, 58, 5 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:54.667, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:54.890, GeForce RTX 2080 Ti, P2, 58, 13 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:54.892, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:55.094, GeForce RTX 2080 Ti, P2, 58, 13 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:55.095, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:55.298, GeForce RTX 2080 Ti, P2, 58, 13 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:55.299, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:55.569, GeForce RTX 2080 Ti, P2, 58, 13 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:55.569, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8395 MiB, 2624 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:55.776, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:55.777, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 9095 MiB, 1924 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:55.993, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:55.993, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8397 MiB, 2622 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:56.202, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:56.204, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8373 MiB, 2646 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:56.411, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:56.412, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8371 MiB, 2648 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:56.616, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:56.617, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:56.868, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:56.869, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:57.087, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:57.089, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:57.309, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:57.310, GeForce RTX 2080 Ti, P2, 58, 18 %, 3 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:57.611, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:57.612, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:57.825, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:57.826, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:58.035, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11016 MiB, 8986 MiB, 2030 MiB
2023/12/10 21:27:58.036, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:58.244, GeForce RTX 2080 Ti, P2, 59, 0 %, 0 %, 11016 MiB, 8394 MiB, 2622 MiB
2023/12/10 21:27:58.245, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:58.464, GeForce RTX 2080 Ti, P2, 59, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:58.465, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:58.689, GeForce RTX 2080 Ti, P2, 59, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:58.690, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:58.914, GeForce RTX 2080 Ti, P2, 59, 17 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:58.915, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:59.108, GeForce RTX 2080 Ti, P2, 59, 17 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:59.109, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:59.330, GeForce RTX 2080 Ti, P2, 59, 17 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:59.331, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:59.543, GeForce RTX 2080 Ti, P2, 59, 17 %, 3 %, 11016 MiB, 8370 MiB, 2646 MiB
2023/12/10 21:27:59.544, GeForce RTX 2080 Ti, P2, 58, 0 %, 0 %, 11019 MiB, 8369 MiB, 2650 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:27:59.766, GeForce RTX 2080 Ti, P2, 59, 0 %, 0 %, 11016 MiB, 8370 MiB, 2646 MiB
