timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:14.679, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:14.680, GeForce RTX 2080 Ti, P2, 45, 5 %, 0 %, 11019 MiB, 8893 MiB, 2126 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:14.901, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:14.902, GeForce RTX 2080 Ti, P2, 46, 5 %, 0 %, 11019 MiB, 8641 MiB, 2378 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:15.124, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:15.125, GeForce RTX 2080 Ti, P2, 46, 5 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:15.324, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:15.326, GeForce RTX 2080 Ti, P2, 46, 5 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:15.539, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:15.540, GeForce RTX 2080 Ti, P2, 46, 5 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:15.760, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:15.761, GeForce RTX 2080 Ti, P2, 46, 12 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:15.980, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:15.981, GeForce RTX 2080 Ti, P2, 46, 12 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:16.207, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:16.208, GeForce RTX 2080 Ti, P2, 46, 12 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:16.417, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:16.418, GeForce RTX 2080 Ti, P2, 46, 12 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:16.621, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:16.622, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:16.832, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8970 MiB, 2046 MiB
2023/12/10 21:17:16.833, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:17.045, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:17.046, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:17.272, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8612 MiB, 2404 MiB
2023/12/10 21:17:17.273, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:17.483, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:17.484, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:17.679, GeForce RTX 2080 Ti, P2, 46, 18 %, 3 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:17.680, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:17.880, GeForce RTX 2080 Ti, P2, 46, 18 %, 3 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:17.881, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:18.105, GeForce RTX 2080 Ti, P2, 45, 18 %, 3 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:18.106, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:18.437, GeForce RTX 2080 Ti, P2, 46, 18 %, 3 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:18.438, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:18.647, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:18.648, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:18.867, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:18.868, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 9393 MiB, 1626 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:19.082, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:19.083, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8641 MiB, 2378 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:19.291, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:19.293, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:19.783, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:19.784, GeForce RTX 2080 Ti, P2, 45, 15 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:20.043, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:20.044, GeForce RTX 2080 Ti, P2, 45, 15 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:20.291, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:20.292, GeForce RTX 2080 Ti, P2, 45, 15 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:20.569, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8610 MiB, 2406 MiB
2023/12/10 21:17:20.570, GeForce RTX 2080 Ti, P2, 45, 15 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:20.799, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 9450 MiB, 1566 MiB
2023/12/10 21:17:20.800, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:21.010, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:21.011, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:21.216, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:21.218, GeForce RTX 2080 Ti, P2, 45, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:21.454, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:21.455, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:21.670, GeForce RTX 2080 Ti, P2, 46, 15 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:21.671, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:21.912, GeForce RTX 2080 Ti, P2, 46, 15 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:21.913, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:22.134, GeForce RTX 2080 Ti, P2, 46, 15 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:22.136, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:22.390, GeForce RTX 2080 Ti, P2, 46, 15 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:22.391, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:22.620, GeForce RTX 2080 Ti, P2, 46, 15 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:22.621, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:22.854, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:22.855, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8833 MiB, 2186 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:23.075, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:23.076, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8641 MiB, 2378 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:23.271, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:23.272, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:23.470, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:23.471, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:23.680, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:23.681, GeForce RTX 2080 Ti, P2, 46, 14 %, 1 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:23.926, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:23.928, GeForce RTX 2080 Ti, P2, 46, 14 %, 1 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:24.173, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:24.174, GeForce RTX 2080 Ti, P2, 46, 14 %, 1 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:24.432, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:24.432, GeForce RTX 2080 Ti, P2, 46, 14 %, 1 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:24.665, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11016 MiB, 9470 MiB, 1546 MiB
2023/12/10 21:17:24.666, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:24.885, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:24.887, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:25.096, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:25.097, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:25.319, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:25.320, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:25.561, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:25.562, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:25.787, GeForce RTX 2080 Ti, P2, 46, 11 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:25.788, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:26.013, GeForce RTX 2080 Ti, P2, 46, 11 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:26.014, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:26.239, GeForce RTX 2080 Ti, P2, 46, 11 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:26.240, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:26.466, GeForce RTX 2080 Ti, P2, 46, 11 %, 2 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:26.468, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:26.673, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:26.674, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11019 MiB, 9313 MiB, 1706 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:26.884, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:26.884, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11019 MiB, 8641 MiB, 2378 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:27.098, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:27.099, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:27.311, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:27.312, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:27.511, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:27.512, GeForce RTX 2080 Ti, P2, 46, 4 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:27.732, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:27.733, GeForce RTX 2080 Ti, P2, 46, 13 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:27.954, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:27.955, GeForce RTX 2080 Ti, P2, 46, 13 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:28.169, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:28.170, GeForce RTX 2080 Ti, P2, 46, 13 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:28.383, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:28.384, GeForce RTX 2080 Ti, P2, 46, 13 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:28.580, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:28.581, GeForce RTX 2080 Ti, P2, 46, 13 %, 2 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:28.797, GeForce RTX 2080 Ti, P2, 46, 3 %, 0 %, 11016 MiB, 8990 MiB, 2026 MiB
2023/12/10 21:17:28.799, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:29.012, GeForce RTX 2080 Ti, P2, 46, 3 %, 0 %, 11016 MiB, 8638 MiB, 2378 MiB
2023/12/10 21:17:29.013, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:29.228, GeForce RTX 2080 Ti, P2, 46, 3 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:29.230, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:29.449, GeForce RTX 2080 Ti, P2, 46, 3 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:29.450, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 21:17:29.653, GeForce RTX 2080 Ti, P2, 46, 3 %, 0 %, 11016 MiB, 8614 MiB, 2402 MiB
2023/12/10 21:17:29.655, GeForce RTX 2080 Ti, P2, 46, 0 %, 0 %, 11019 MiB, 8617 MiB, 2402 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
