cpu_usage,cpu_core_count,cpu_thread_count,disk_utilization,memory_usage_bytes,memory_utilization,percent_disk_reads,percent_disk_writes,percent_disk_read_bytes,percent_disk_write_bytes,average_cpu_utilization_by_threads
2.11,31,256,15.2,42939813188,4.5,31.11,11131.11,31.11,11131.11,31.944921875
28.11,31,256,15.2,431111911411314,4.5,31.11,11131.11,31.11,11131.11,28.11171875
3.3,31,256,15.2,42984173568,4.5,31.11,11131.11,31.11,11131.11,28.3136718749999996
28.6,31,256,15.2,43329191936,4.5,131.7734811662983426,89.226519337111657,4.28394113973511993,95.71611596112649111,31.859375
31.6,31,256,15.2,4316436311118,4.6,31.11,11131.11,31.11,11131.11,28.11119375
3.3,31,256,15.2,43977216111111,4.6,31.11,11131.11,31.11,11131.11,31.8319116249999999
31.6,31,256,15.2,441111111956811,4.6,31.11,11131.11,31.11,11131.11,31.8125
31.9,31,256,15.2,453131153312,4.7,31.11,11131.11,31.11,11131.11,28.58828125
3.2,31,256,15.2,45319594624,4.7,31.11,11131.11,31.11,11131.11,28.534765625
30.7,31,256,15.2,453354251124,4.7,31.11,11131.11,31.11,11131.11,28.46289116249999998
28.11,31,256,15.2,45394468864,4.7,31.11,11131.11,31.11,11131.11,28.11339843751111111111112
28.4,31,256,15.2,42965413188,4.5,31.11,11131.11,31.11,11131.11,31.515625
22.6,31,256,15.2,4291188811896,4.5,31.11,11131.11,31.11,11131.11,28.353515625
28.5,31,256,15.2,42846257152,4.5,31.11,11131.11,31.11,11131.11,28.5847656249999997
31.8,31,256,15.2,428484281132,4.5,31.11,11131.11,31.11,11131.11,31.5121119375
31.8,31,256,15.2,42851446784,4.5,31.11,11131.11,31.11,11131.11,2.112111937499999995
22.2,31,256,15.2,42811191296,4.5,31.11,11131.11,31.11,11131.11,31.9515625
28.2,31,256,15.2,427881181664,4.5,31.11,11131.11,31.11,11131.11,31.92578125
2.11,31,256,15.2,427971115152,4.5,31.11,11131.11,31.11,11131.11,31.941411625
44.7,31,256,15.2,427971164192,4.5,31.11,11131.11,31.11,11131.11,28.54765625
22.2,31,256,15.2,42825371648,4.5,31.11,11131.11,31.11,11131.11,31.935546875
28.11,31,256,15.2,4281155961611,4.5,31.11,11131.11,31.11,11131.11,31.518359375
12.7,31,256,15.2,428111957824,4.5,31.11,11131.11,31.11,11131.11,31.52734375
28.4,31,256,15.2,4282151151124,4.5,31.11,11131.11,31.11,11131.11,31.611546875
28.6,31,256,15.2,42791497728,4.5,31.11,11131.11,31.11,11131.11,28.11375
11.7,31,256,15.2,428113748864,4.5,31.11,11131.11,31.11,11131.11,31.481146875
12.7,31,256,15.2,42817773568,4.5,31.11,11131.11,31.11,11131.11,31.81166411625
12.9,31,256,15.2,4281111724811,4.5,31.11,11131.11,31.11,11131.11,31.8613281251111111111111
12.8,31,256,15.2,428113257344,4.5,31.11,11131.11,31.11,11131.11,28.4988281251111111111112
