file,train_execution,overall_execution,cpu_usage,gpu_usage,num_train_epochs,learning_rate,per_device_eval_batch_size,per_device_train_batch_size,num_dataset,file_size (bytes)
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:43,0:00:44,"1,4","2,806,155,205",2,0.00010,16,4,800,581021
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:31,"2,3","2,802,634,239",6,0.00010,16,4,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:36,0:00:37,"2,5","2,802,634,239",6,0.00010,16,4,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:46,0:00:46,"6,5","2,800,833,702",6,0.00010,16,4,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:09,0:01:10,"2,2","2,800,833,702",6,0.00010,16,4,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:53,0:01:54,"3,3","2,806,155,205",6,0.00010,16,4,800,581022
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:47,0:00:48,4,"2,802,634,239",10,0.00010,16,4,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:57,0:01:00,"3,9","2,802,634,239",10,0.00010,16,4,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:15,0:01:15,"1,1","2,800,833,702",10,0.00010,16,4,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:50,0:01:51,"1,7","2,800,833,702",10,0.00010,16,4,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:04,0:03:04,"3,7","2,806,155,205",10,0.00010,16,4,800,581023
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:28,0:00:28,1,"2,812,102,318",2,0.00010,2,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:15,0:00:16,"2,9","2,812,102,318",2,0.00010,2,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:20,0:00:20,"2,4","2,818,839,073",2,0.00010,2,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:24,0:00:26,"3,1","2,818,839,073",2,0.00010,2,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:34,0:00:35,"1,2","2,813,240,528",2,0.00010,2,8,800,581024
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:32,"4,2","2,812,102,318",6,0.00010,2,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:47,0:00:47,"4,6","2,812,102,318",6,0.00010,2,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:43,0:00:44,"2,9","2,818,839,073",6,0.00010,2,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:57,0:00:57,"4,1","2,818,839,073",6,0.00010,2,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:29,0:01:30,"11,7","2,813,240,528",6,0.00010,2,8,800,581025
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:44,0:00:45,"1,5","2,812,102,318",10,0.00010,2,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:51,0:00:53,"2,3","2,812,102,318",10,0.00010,2,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:05,0:01:05,"1,5","2,818,839,073",10,0.00010,2,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:28,0:01:29,"1,7","2,818,839,073",10,0.00010,2,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:21,0:02:22,"1,5","2,813,240,528",10,0.00010,2,8,800,581026
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:14,0:00:14,"9,7","2,812,102,318",2,0.00010,4,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:15,0:00:16,"2,4","2,812,102,318",2,0.00010,4,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:18,0:00:18,2,"2,818,839,073",2,0.00010,4,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:22,0:00:23,"2,6","2,818,839,073",2,0.00010,4,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:33,"2,2","2,813,240,528",2,0.00010,4,8,800,581027
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:28,0:00:29,"2,7","2,812,102,318",6,0.00010,4,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:46,0:00:46,"2,9","2,812,102,318",6,0.00010,4,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:39,0:00:39,"2,6","2,818,839,073",6,0.00010,4,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:53,0:00:55,"1,3","2,818,839,073",6,0.00010,4,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:24,0:01:25,"2,6","2,813,240,528",6,0.00010,4,8,800,581028
