file,train_execution,overall_execution,cpu_usage,gpu_usage,num_train_epochs,learning_rate,per_device_eval_batch_size,per_device_train_batch_size,num_dataset,file_size (bytes)
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:45,0:00:45,"1,8","2,812,102,318",10,0.00010,4,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:49,0:00:50,"1,7","2,812,102,318",10,0.00010,4,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:01,0:01:02,"1,8","2,818,839,073",10,0.00010,4,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:24,0:01:25,"1,7","2,818,839,073",10,0.00010,4,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:17,0:02:17,"1,4","2,813,240,528",10,0.00010,4,8,800,581029
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:22,0:00:24,"2,9","2,812,102,318",2,0.00010,8,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:15,0:00:15,"3,8","2,812,102,318",2,0.00010,8,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:18,0:00:20,3,"2,818,839,073",2,0.00010,8,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:24,0:00:25,"2,2","2,818,839,073",2,0.00010,8,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:34,"1,7","2,813,240,528",2,0.00010,8,8,800,581030
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:29,0:00:30,"1,4","2,812,102,318",6,0.00010,8,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:34,"1,8","2,812,102,318",6,0.00010,8,8,100,7300
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:40,0:00:42,"1,6","2,818,839,073",6,0.00010,8,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:55,0:00:59,"30,3","2,818,839,073",6,0.00010,8,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:59,0:00:59,"0,8","2,812,102,318",10,0.00010,8,8,100,581031
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:01,0:01:02,"1,2","2,818,839,073",10,0.00010,8,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:25,0:01:25,2,"2,818,839,073",10,0.00010,8,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:15,0:02:15,"35,5","2,813,240,528",10,0.00010,8,8,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:15,0:00:15,"33,1","2,812,102,318",2,0.00010,16,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:30,"35,8","2,812,102,318",2,0.00010,16,8,100,581032
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:18,0:00:18,"33,2","2,818,839,073",2,0.00010,16,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:23,0:00:23,"41,8","2,818,839,073",2,0.00010,16,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:34,0:00:34,"42,3","2,813,240,528",2,0.00010,16,8,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:30,"40,4","2,812,102,318",6,0.00010,16,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:33,"45,9","2,812,102,318",6,0.00010,16,8,100,581033
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:40,0:00:41,"43,5","2,818,839,073",6,0.00010,16,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:54,0:00:55,42,"2,818,839,073",6,0.00010,16,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:26,0:01:28,"40,9","2,813,240,528",6,0.00010,16,8,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:58,0:00:59,"4,7","2,812,102,318",10,0.00010,16,8,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:50,0:00:50,4,"2,812,102,318",10,0.00010,16,8,100,581034
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:01,0:01:01,"4,9","2,818,839,073",10,0.00010,16,8,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:24,0:01:24,"3,6","2,818,839,073",10,0.00010,16,8,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:12,0:02:12,"3,9","2,813,240,528",10,0.00010,16,8,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:14,0:00:14,"5,1","2,790,259,361",2,0.00010,2,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:22,0:00:22,"3,5","2,790,259,361",2,0.00010,2,16,100,581035
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:17,0:00:17,"3,9","2,798,117,638",2,0.00010,2,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:22,0:00:22,"4,1","2,798,117,638",2,0.00010,2,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:32,0:00:32,"4,3","2,796,944,618",2,0.00010,2,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:28,0:00:30,"3,7","2,790,259,361",6,0.00010,2,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:41,0:00:43,"3,5","2,790,259,361",6,0.00010,2,16,100,581036
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:38,0:00:38,"3,1","2,798,117,638",6,0.00010,2,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:52,0:00:53,"3,1","2,798,117,638",6,0.00010,2,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:20,0:01:20,"4,1","2,796,944,618",6,0.00010,2,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:53,0:00:53,"4,7","2,790,259,361",10,0.00010,2,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:48,0:00:49,"4,4","2,790,259,361",10,0.00010,2,16,100,581037
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:14,0:01:16,"4,8","2,798,117,638",10,0.00010,2,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:22,0:01:22,4,"2,798,117,638",10,0.00010,2,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:12,0:02:12,"3,4","2,796,944,618",10,0.00010,2,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:25,0:00:25,"3,9","2,790,259,361",2,0.00010,4,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:22,0:00:22,"4,8","2,790,259,361",2,0.00010,4,16,100,581038
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:17,0:00:17,"3,7","2,798,117,638",2,0.00010,4,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:37,0:00:37,"3,4","2,798,117,638",2,0.00010,4,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:30,"4,7","2,796,944,618",2,0.00010,4,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:29,0:00:29,"3,2","2,790,259,361",6,0.00010,4,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:32,0:00:33,"3,6","2,790,259,361",6,0.00010,4,16,100,581039
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:41,0:00:42,"4,7","2,798,117,638",6,0.00010,4,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:56,0:00:57,"48,1","2,798,117,638",6,0.00010,4,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:29,0:01:29,"49,9","2,796,944,618",6,0.00010,4,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:59,0:00:59,"56,7","2,790,259,361",10,0.00010,4,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:51,0:00:53,53,"2,790,259,361",10,0.00010,4,16,100,581040
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:04,0:01:05,55,"2,798,117,638",10,0.00010,4,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:32,0:01:33,"53,2","2,798,117,638",10,0.00010,4,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:23,0:02:23,"55,9","2,796,944,618",10,0.00010,4,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:32,"58,3","2,790,259,361",2,0.00010,8,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:17,0:00:17,"4,3","2,790,259,361",2,0.00010,8,16,100,581041
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:17,0:00:18,5,"2,798,117,638",2,0.00010,8,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:24,0:00:24,5,"2,798,117,638",2,0.00010,8,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:33,"7,6","2,796,944,618",2,0.00010,8,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:28,0:00:29,"4,9","2,790,259,361",6,0.00010,8,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:45,0:00:45,"5,5","2,790,259,361",6,0.00010,8,16,100,581042
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:41,0:00:42,"8,3","2,798,117,638",6,0.00010,8,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:58,0:00:59,"5,1","2,798,117,638",6,0.00010,8,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:27,0:01:27,"6,3","2,796,944,618",6,0.00010,8,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:44,0:00:44,"5,2","2,790,259,361",10,0.00010,8,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:06,0:01:06,"7,8","2,790,259,361",10,0.00010,8,16,100,581043
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:02,0:01:03,8,"2,798,117,638",10,0.00010,8,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:28,0:01:28,"7,1","2,798,117,638",10,0.00010,8,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:18,0:02:19,"7,4","2,796,944,618",10,0.00010,8,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:15,0:00:15,"6,9","2,790,259,361",2,0.00010,16,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:16,0:00:16,"7,6","2,790,259,361",2,0.00010,16,16,100,581044
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:18,0:00:18,"7,5","2,798,117,638",2,0.00010,16,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:23,0:00:25,"6,5","2,798,117,638",2,0.00010,16,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:34,0:00:34,"8,8","28,014,431",2,0.00010,16,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:29,0:00:30,"8,2","2,790,259,361",6,0.00010,16,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:33,0:00:33,"4,5","2,790,259,361",6,0.00010,16,16,100,581045
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:39,0:00:39,"9,5","2,798,117,638",6,0.00010,16,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:56,0:00:56,"5,6","2,798,117,638",6,0.00010,16,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:27,0:01:27,"5,1","2,796,944,618",6,0.00010,16,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:45,0:00:45,"4,8","2,790,259,361",10,0.00010,16,16,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:48,0:00:50,4,"2,790,259,361",10,0.00010,16,16,100,581046
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:02,0:01:03,"4,4","2,798,117,638",10,0.00010,16,16,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:28,0:01:28,"6,8","2,798,117,638",10,0.00010,16,16,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:24,0:02:24,"51,1","2,796,944,618",10,0.00010,16,16,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:18,0:00:19,"62,7","2,798,407,555",2,0.00100,2,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:36,0:00:38,"46,7","2,798,407,555",2,0.00100,2,2,100,581047
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:30,0:00:30,"58,5","2,793,753,624",2,0.00100,2,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:45,0:00:45,"59,4","2,793,753,624",2,0.00100,2,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:16,0:01:16,"59,6","2,791,556,358",2,0.00100,2,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:39,0:00:39,"59,3","2,798,407,555",6,0.00100,2,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:52,0:00:53,"59,2","2,798,407,555",6,0.00100,2,2,100,581048
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:12,0:01:13,"40,6","2,793,753,624",6,0.00100,2,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:54,0:01:54,"4,8","2,793,753,624",6,0.00100,2,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:23,0:03:24,"5,4","2,791,556,358",6,0.00100,2,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:05,0:01:05,"4,5","2,798,407,555",10,0.00100,2,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:13,0:01:13,"4,6","2,798,407,555",10,0.00100,2,2,100,581049
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:02:03,0:02:03,"7,3","2,793,753,624",10,0.00100,2,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:04,0:03:04,"4,3","2,793,753,624",10,0.00100,2,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:05:31,0:05:32,"4,8","2,791,556,358",10,0.00100,2,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:16,0:00:16,"5,9","2,798,407,555",2,0.00100,4,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:20,0:00:20,6,"2,798,407,555",2,0.00100,4,2,100,581050
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:27,0:00:29,"5,8","2,793,753,624",2,0.00100,4,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:43,0:00:43,"4,5","2,793,753,624",2,0.00100,4,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:12,0:01:14,"5,5","2,791,556,358",2,0.00100,4,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:36,0:00:38,"5,2","2,798,407,555",6,0.00100,4,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:46,0:00:47,"6,9","2,798,407,555",6,0.00100,4,2,100,581051
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:09,0:01:10,"5,2","2,793,753,624",6,0.00100,4,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:52,0:01:52,"20,1","2,793,753,624",6,0.00100,4,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:27,0:03:29,"58,2","2,791,556,358",6,0.00100,4,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:00,0:01:00,60,"2,798,407,555",10,0.00100,4,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:19,0:01:19,"59,4","2,798,407,555",10,0.00100,4,2,100,581052
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:55,0:01:55,"59,2","2,793,753,624",10,0.00100,4,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:10,0:03:10,"42,2","2,793,753,624",10,0.00100,4,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:05:28,0:05:28,5,"2,791,556,358",10,0.00100,4,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:19,0:00:21,"5,5","2,798,407,555",2,0.00100,8,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:21,0:00:24,"5,6","2,798,407,555",2,0.00100,8,2,100,581053
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:29,0:00:30,"7,4","2,793,753,624",2,0.00100,8,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:44,0:00:46,"6,7","2,793,753,624",2,0.00100,8,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:13,0:01:16,"5,9","2,791,556,358",2,0.00100,8,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:35,0:00:37,"5,3","2,798,407,555",6,0.00100,8,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:47,0:00:48,"6,8","2,798,407,555",6,0.00100,8,2,100,581054
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:10,0:01:13,"5,1","2,793,753,624",6,0.00100,8,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:53,0:01:57,"8,7","2,793,753,624",6,0.00100,8,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:17,0:03:28,"4,3","2,791,556,358",6,0.00100,8,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:56,0:00:56,"4,6","2,798,407,555",10,0.00100,8,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:17,0:01:17,"4,2","2,798,407,555",10,0.00100,8,2,100,581055
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:58,0:01:58,"4,6","2,793,753,624",10,0.00100,8,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:03:02,0:03:02,"4,4","2,793,753,624",10,0.00100,8,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:05:26,0:05:26,"25,2","2,791,556,358",10,0.00100,8,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:23,0:00:23,"27,4","2,798,407,555",2,0.00100,16,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:20,0:00:20,"27,7","2,798,407,555",2,0.00100,16,2,100,581056
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:28,0:00:29,"28,5","2,793,753,624",2,0.00100,16,2,200,143000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:43,0:00:43,"28,9","2,793,753,624",2,0.00100,16,2,400,293000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:10,0:01:11,"27,3","2,791,556,358",2,0.00100,16,2,800,581000
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:36,0:00:36,"22,8","2,798,407,555",6,0.00100,16,2,50,4100
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:00:47,0:00:47,"28,1","2,798,407,555",6,0.00100,16,2,100,581057
https://storage.googleapis.com/training-dataset-tamlops/test_fa9a2823-e86d-4630-9878-33adde1dd4e8.json,0:01:08,0:01:08,"15,1","2,793,753,624",6,0.00100,16,2,200,143000
