timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:15.466, GeForce RTX 2080 Ti, P2, 44, 11 %, 0 %, 11019 MiB, 9165 MiB, 1854 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:15.676, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:15.676, GeForce RTX 2080 Ti, P2, 44, 11 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:15.889, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:15.890, GeForce RTX 2080 Ti, P2, 44, 11 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:16.104, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:16.105, GeForce RTX 2080 Ti, P2, 44, 3 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:16.317, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:16.318, GeForce RTX 2080 Ti, P2, 44, 3 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:16.548, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:16.549, GeForce RTX 2080 Ti, P2, 44, 3 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:16.801, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:16.802, GeForce RTX 2080 Ti, P2, 44, 3 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:17.040, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:17.041, GeForce RTX 2080 Ti, P2, 44, 3 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:17.252, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:17.253, GeForce RTX 2080 Ti, P2, 44, 2 %, 1 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:17.465, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:17.467, GeForce RTX 2080 Ti, P2, 44, 2 %, 1 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:17.667, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:17.668, GeForce RTX 2080 Ti, P2, 44, 2 %, 1 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:17.889, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:17.891, GeForce RTX 2080 Ti, P2, 44, 2 %, 1 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:18.126, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:18.128, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:18.350, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:18.351, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:18.580, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:18.581, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:18.821, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:18.822, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:19.124, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:19.125, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:19.357, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:19.358, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:19.587, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:19.588, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:19.823, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:19.824, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:20.061, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:20.062, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:20.275, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:20.276, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:20.505, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:20.506, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:20.724, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:20.725, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:21.156, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:21.157, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:21.405, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:21.405, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:21.639, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:21.640, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:21.871, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:21.873, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:22.105, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:22.107, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:22.322, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:22.323, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:22.538, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:22.539, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:22.754, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:22.756, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:22.985, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:22.986, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:23.206, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:23.207, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:23.450, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:23.452, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:23.671, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:23.672, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:23.925, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:23.926, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:24.160, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:24.162, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:24.382, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:24.383, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:24.649, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:24.650, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:24.891, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:24.892, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:25.112, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:25.113, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:25.353, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:25.354, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:25.588, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:25.590, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:25.831, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:25.832, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:26.060, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:26.061, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:26.305, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:26.307, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:26.544, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:26.545, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:26.760, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:26.761, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:26.986, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:26.987, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:27.225, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:27.226, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:27.452, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:27.453, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:27.660, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:27.662, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:27.865, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:27.866, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:28.094, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:28.095, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:28.310, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:28.311, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:28.536, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:28.537, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:28.745, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:28.746, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:29.008, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:29.010, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:29.295, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:29.296, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:29.526, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:29.528, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:29.758, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:29.759, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:29.990, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:29.991, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:30.223, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:30.224, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:30.441, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:30.442, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:30.661, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:30.662, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:30.926, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:30.927, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/12/10 20:40:31.158, GeForce RTX 2080 Ti, P8, 42, 0 %, 0 %, 11016 MiB, 11015 MiB, 1 MiB
2023/12/10 20:40:31.159, GeForce RTX 2080 Ti, P2, 44, 0 %, 0 %, 11019 MiB, 9061 MiB, 1958 MiB
timestamp, name, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
