cpu_usage,cpu_core_count,cpu_thread_count,disk_utilization,memory_usage_bytes,memory_utilization,percent_disk_reads,percent_disk_writes,percent_disk_read_bytes,percent_disk_write_bytes,average_cpu_utilization_by_threads
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
2.8,128,256,10.2,65240793088,6.5,0.0,100.0,0.0,100.0,3.120703125
